Imports/Exports,Time,Commodity Code,Description of Good,Country(Area),Value(USD$ 1000)
Imports,2022,852351, Solid-state non-volatile storage devices,United States,10445
Imports,2022,852351, Solid-state non-volatile storage devices,Viet Nam,4444
Imports,2022,852352, "Smart cards",Australia,1
Imports,2022,852352, "Smart cards",Austria,5
Imports,2022,852352, "Smart cards",Belgium,4
Imports,2022,852352, "Smart cards",Brazil,81
Imports,2022,852352, "Smart cards",Canada,17
Imports,2022,852352, "Smart cards",China,8579
Imports,2022,852352, "Smart cards",Czech Republic,0
Imports,2022,852352, "Smart cards",Denmark,15
Imports,2022,852352, "Smart cards",Finland,1
Imports,2022,852352, "Smart cards",France,2278
Imports,2022,852352, "Smart cards",Georgia,2
Imports,2022,852352, "Smart cards",Germany,977
Imports,2022,852352, "Smart cards",Hong Kong,462
Imports,2022,852352, "Smart cards",Hungary,0
Imports,2022,852352, "Smart cards",India,522
Imports,2022,852352, "Smart cards",Indonesia,330
Imports,2022,852352, "Smart cards",Ireland,1074
Imports,2022,852352, "Smart cards",Israel,90
Imports,2022,852352, "Smart cards",Italy,1329
Imports,2022,852352, "Smart cards",Japan,1010
Imports,2022,852352, "Smart cards",Korea Republic of,48
Imports,2022,852352, "Smart cards",Malaysia,698
Imports,2022,852352, "Smart cards",Mexico,3603
Imports,2022,852352, "Smart cards",Netherlands,12
Imports,2022,852352, "Smart cards",Philippines,65
Imports,2022,852352, "Smart cards",Poland,137
Imports,2022,852352, "Smart cards",Romania,49
Imports,2022,852352, "Smart cards",Saudi Arabia,0
Imports,2022,852352, "Smart cards",Singapore,9591
Imports,2022,852352, "Smart cards",Slovenia,5
Imports,2022,852352, "Smart cards",Spain,44
Imports,2022,852352, "Smart cards",Sweden,76
Imports,2022,852352, "Smart cards",Switzerland,97
Imports,2022,852352, "Smart cards",Taiwan ROC,584
Imports,2022,852352, "Smart cards",Thailand,3438
Imports,2022,852352, "Smart cards",United Kingdom,860
Imports,2022,852352, "Smart cards",United States,1855
Imports,2022,852352, "Smart cards",Viet Nam,82
Imports,2022,852359, Other,Austria,0
Imports,2022,852359, Other,Belgium,4
Imports,2022,852359, Other,China,749
Imports,2022,852359, Other,Czech Republic,5
Imports,2022,852359, Other,France,0
Imports,2022,852359, Other,Germany,34
Imports,2022,852359, Other,Hong Kong,81
Imports,2022,852359, Other,Hungary,34
Imports,2022,852359, Other,India,79
Imports,2022,852359, Other,Israel,0
Imports,2022,852359, Other,Italy,26
Imports,2022,852359, Other,Japan,421
Imports,2022,852359, Other,Korea Republic of,4
Imports,2022,852359, Other,Malaysia,126
Imports,2022,852359, Other,Mexico,16
Imports,2022,852359, Other,Netherlands,2
Imports,2022,852359, Other,Singapore,7
Imports,2022,852359, Other,Switzerland,83
Imports,2022,852359, Other,Taiwan ROC,1
Imports,2022,852359, Other,Thailand,39
Imports,2022,852359, Other,United Kingdom,13
Imports,2022,852359, Other,United States,484
Imports,2022,852359, Other,Viet Nam,69
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Australia,16
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Austria,623
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Belgium,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Brazil,48
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Canada,6
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),China,276039
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Costa Rica,1
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Croatia,51
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Czech Republic,188
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),C?te d'Ivoire,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Denmark,1
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Finland,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),France,514
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Georgia,3
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Germany,813
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Honduras,15
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Hong Kong,85
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Hungary,219
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),India,479
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Indonesia,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Ireland,99
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Israel,246
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Italy,324
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Japan,36459
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Korea Republic of,17272
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Lithuania,129
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Malaysia,47549
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Malta,4
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Mauritius,1
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Mexico,849
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Morocco,251
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Netherlands,10
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Philippines,14292
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Poland,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Portugal,117
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Romania,1
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Russian Federation,2222
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Singapore,1152
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Slovakia,771
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Slovenia,11
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Spain,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Sweden,0
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Switzerland,186
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Taiwan ROC,17879
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Thailand,19294
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),United Kingdom,240
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),United States,16445
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Venezuela,2
Imports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Viet Nam,2200
Imports,2022,854121, With a dissipation rate of less than 1 W,Australia,6
Imports,2022,854121, With a dissipation rate of less than 1 W,Austria,33
Imports,2022,854121, With a dissipation rate of less than 1 W,Belarus,1
Imports,2022,854121, With a dissipation rate of less than 1 W,Belgium,2
Imports,2022,854121, With a dissipation rate of less than 1 W,Canada,0
Imports,2022,854121, With a dissipation rate of less than 1 W,China,28099
Imports,2022,854121, With a dissipation rate of less than 1 W,Denmark,2
Imports,2022,854121, With a dissipation rate of less than 1 W,El Salvador,1
Imports,2022,854121, With a dissipation rate of less than 1 W,France,23
Imports,2022,854121, With a dissipation rate of less than 1 W,Germany,146
Imports,2022,854121, With a dissipation rate of less than 1 W,Hong Kong,0
Imports,2022,854121, With a dissipation rate of less than 1 W,Hungary,4
Imports,2022,854121, With a dissipation rate of less than 1 W,India,1
Imports,2022,854121, With a dissipation rate of less than 1 W,Israel,0
Imports,2022,854121, With a dissipation rate of less than 1 W,Japan,1966
Imports,2022,854121, With a dissipation rate of less than 1 W,Korea Republic of,282
Imports,2022,854121, With a dissipation rate of less than 1 W,Macao,0
Imports,2022,854121, With a dissipation rate of less than 1 W,Malaysia,10744
Imports,2022,854121, With a dissipation rate of less than 1 W,Mexico,80
Imports,2022,854121, With a dissipation rate of less than 1 W,Morocco,0
Imports,2022,854121, With a dissipation rate of less than 1 W,Netherlands,11
Imports,2022,854121, With a dissipation rate of less than 1 W,Philippines,6941
Imports,2022,854121, With a dissipation rate of less than 1 W,Singapore,8
Imports,2022,854121, With a dissipation rate of less than 1 W,Switzerland,0
Imports,2022,854121, With a dissipation rate of less than 1 W,Taiwan ROC,1549
Imports,2022,854121, With a dissipation rate of less than 1 W,Thailand,2310
Imports,2022,854121, With a dissipation rate of less than 1 W,United Kingdom,2
Imports,2022,854121, With a dissipation rate of less than 1 W,United States,617
Imports,2022,854121, With a dissipation rate of less than 1 W,Viet Nam,48
Imports,2022,854129, Other,Australia,37
Imports,2022,854129, Other,Austria,773
Imports,2022,854129, Other,Belarus,123
Imports,2022,854129, Other,Belgium,50
Imports,2022,854129, Other,Canada,7
Imports,2022,854129, Other,China,576504
Imports,2022,854129, Other,Croatia,0
Imports,2022,854129, Other,Cyprus,0
Imports,2022,854129, Other,Czech Republic,43
Imports,2022,854129, Other,Denmark,2
Imports,2022,854129, Other,Finland,16
Imports,2022,854129, Other,France,229
Imports,2022,854129, Other,Georgia,1
Imports,2022,854129, Other,Germany,36843
Imports,2022,854129, Other,Hong Kong,146
Imports,2022,854129, Other,Hungary,15329
Imports,2022,854129, Other,India,116
Imports,2022,854129, Other,Indonesia,16
Imports,2022,854129, Other,Israel,1610
Imports,2022,854129, Other,Italy,818
Imports,2022,854129, Other,Japan,64994
Imports,2022,854129, Other,Korea Republic of,23482
Imports,2022,854129, Other,Lithuania,111
Imports,2022,854129, Other,Malaysia,177042
Imports,2022,854129, Other,Malta,25
Imports,2022,854129, Other,Mauritius,2
Imports,2022,854129, Other,Mexico,31855
Imports,2022,854129, Other,Morocco,91
Imports,2022,854129, Other,Netherlands,7
Imports,2022,854129, Other,New Zealand,2
Imports,2022,854129, Other,Paraguay,0
Imports,2022,854129, Other,Philippines,93259
Imports,2022,854129, Other,Poland,3
Imports,2022,854129, Other,Portugal,8
Imports,2022,854129, Other,Russian Federation,3
Imports,2022,854129, Other,Singapore,346
Imports,2022,854129, Other,Slovakia,378
Imports,2022,854129, Other,Sweden,15
Imports,2022,854129, Other,Switzerland,11
Imports,2022,854129, Other,Taiwan ROC,19348
Imports,2022,854129, Other,Thailand,60371
Imports,2022,854129, Other,Tunisia,0
Imports,2022,854129, Other,United Kingdom,1698
Imports,2022,854129, Other,United States,8467
Imports,2022,854129, Other,Viet Nam,1725
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Austria,439
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Belgium,2
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Brazil,3
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,China,10434
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Czech Republic,194
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Denmark,1
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Finland,1
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,France,5
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Germany,824
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Hong Kong,4
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Hungary,732
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,India,390
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Italy,1093
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Japan,694
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Korea Republic of,82
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Lithuania,236
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Malaysia,333
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Mexico,0
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Philippines,1095
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Poland,32
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Portugal,35
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Russian Federation,65
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Singapore,2
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Slovakia,2588
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Slovenia,1
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Sweden,2
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Switzerland,20
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Taiwan ROC,107
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Thailand,111
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,United Kingdom,339
Imports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,United States,383
Imports,2022,854160, Mounted piezo-electric crystals,Australia,16
Imports,2022,854160, Mounted piezo-electric crystals,Austria,8125
Imports,2022,854160, Mounted piezo-electric crystals,Canada,2
Imports,2022,854160, Mounted piezo-electric crystals,China,279327
Imports,2022,854160, Mounted piezo-electric crystals,Costa Rica,4875
Imports,2022,854160, Mounted piezo-electric crystals,Denmark,4
Imports,2022,854160, Mounted piezo-electric crystals,France,71
Imports,2022,854160, Mounted piezo-electric crystals,Germany,59401
Imports,2022,854160, Mounted piezo-electric crystals,Guatemala,41
Imports,2022,854160, Mounted piezo-electric crystals,Hong Kong,814
Imports,2022,854160, Mounted piezo-electric crystals,India,1295
Imports,2022,854160, Mounted piezo-electric crystals,Indonesia,4174
Imports,2022,854160, Mounted piezo-electric crystals,Israel,63
Imports,2022,854160, Mounted piezo-electric crystals,Italy,0
Imports,2022,854160, Mounted piezo-electric crystals,Japan,215096
Imports,2022,854160, Mounted piezo-electric crystals,Korea Republic of,2704
Imports,2022,854160, Mounted piezo-electric crystals,Malaysia,42977
Imports,2022,854160, Mounted piezo-electric crystals,Mexico,32
Imports,2022,854160, Mounted piezo-electric crystals,Morocco,0
Imports,2022,854160, Mounted piezo-electric crystals,Netherlands,5
Imports,2022,854160, Mounted piezo-electric crystals,New Zealand,6582
Imports,2022,854160, Mounted piezo-electric crystals,Philippines,1082
Imports,2022,854160, Mounted piezo-electric crystals,Poland,1
Imports,2022,854160, Mounted piezo-electric crystals,Singapore,64185
Imports,2022,854160, Mounted piezo-electric crystals,Spain,0
Imports,2022,854160, Mounted piezo-electric crystals,Sweden,77
Imports,2022,854160, Mounted piezo-electric crystals,Switzerland,148
Imports,2022,854160, Mounted piezo-electric crystals,Taiwan ROC,13926
Imports,2022,854160, Mounted piezo-electric crystals,Thailand,38496
Imports,2022,854160, Mounted piezo-electric crystals,Ukraine,4
Imports,2022,854160, Mounted piezo-electric crystals,United Kingdom,46
Imports,2022,854160, Mounted piezo-electric crystals,United States,3690
Imports,2022,854160, Mounted piezo-electric crystals,Viet Nam,384
Imports,2022,854190, Parts,Australia,2
Imports,2022,854190, Parts,Austria,4
Imports,2022,854190, Parts,Belgium,10
Imports,2022,854190, Parts,Bulgaria,80
Imports,2022,854190, Parts,Canada,6
Imports,2022,854190, Parts,China,72289
Imports,2022,854190, Parts,Czech Republic,0
Imports,2022,854190, Parts,Denmark,5
Imports,2022,854190, Parts,Finland,0
Imports,2022,854190, Parts,France,248
Imports,2022,854190, Parts,Germany,426
Imports,2022,854190, Parts,Hong Kong,25
Imports,2022,854190, Parts,Hungary,18
Imports,2022,854190, Parts,India,3
Imports,2022,854190, Parts,Indonesia,198
Imports,2022,854190, Parts,Israel,74
Imports,2022,854190, Parts,Italy,619
Imports,2022,854190, Parts,Japan,83947
Imports,2022,854190, Parts,Korea Republic of,7801
Imports,2022,854190, Parts,Malaysia,3216
Imports,2022,854190, Parts,Mexico,6
Imports,2022,854190, Parts,Netherlands,902
Imports,2022,854190, Parts,New Zealand,11
Imports,2022,854190, Parts,Philippines,312
Imports,2022,854190, Parts,Poland,8
Imports,2022,854190, Parts,Russian Federation,83
Imports,2022,854190, Parts,Singapore,1110
Imports,2022,854190, Parts,South Africa,0
Imports,2022,854190, Parts,Spain,17
Imports,2022,854190, Parts,Sweden,23
Imports,2022,854190, Parts,Switzerland,5
Imports,2022,854190, Parts,Taiwan ROC,5301
Imports,2022,854190, Parts,Thailand,731
Imports,2022,854190, Parts,United Kingdom,77
Imports,2022,854190, Parts,United States,5151
Imports,2022,854190, Parts,Viet Nam,14705
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Argentina,2
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Australia,717
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Austria,650
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Belgium,103
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Brazil,205
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Bulgaria,1338
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Canada,8263
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,China,2269009
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Colombia,0
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Costa Rica,81359
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Croatia,13
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Czech Republic,337
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Denmark,73
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Estonia,7
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Finland,16
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,France,5471
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Germany,26025
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Greece,6
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Hong Kong,2231
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Hungary,117
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,India,519
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Indonesia,71
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Ireland,10
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Israel,915
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Italy,298
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Japan,175650
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Korea Republic of,2578973
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Lithuania,5
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Luxembourg,561
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Malaysia,3224244
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Mali,2
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Malta,14764
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Mexico,920
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Morocco,197
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Myanmar,4
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Namibia,16
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Netherlands,261
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,New Zealand,308
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Norway,31
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Papua New Guinea,2
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Peru,1
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Philippines,352633
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Poland,233
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Portugal,507
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Puerto Rico,18
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Romania,1
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Russian Federation,10
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Serbia,0
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Singapore,203669
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Slovakia,124
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Slovenia,3
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Spain,62
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Sri Lanka,33
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Sweden,683
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Switzerland,2149
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Taiwan ROC,4038787
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Thailand,214788
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Tunisia,0
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,T?rkiye,24
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,United Kingdom,3117
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,United States,46927
Imports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Viet Nam,853723
Imports,2022,854232, Memories,Argentina,0
Imports,2022,854232, Memories,Austria,72
Imports,2022,854232, Memories,Brazil,163
Imports,2022,854232, Memories,Canada,44
Imports,2022,854232, Memories,China,10071488
Imports,2022,854232, Memories,Denmark,0
Imports,2022,854232, Memories,France,839
Imports,2022,854232, Memories,Germany,1308
Imports,2022,854232, Memories,Hong Kong,3079
Imports,2022,854232, Memories,Hungary,0
Imports,2022,854232, Memories,India,9
Imports,2022,854232, Memories,Indonesia,0
Imports,2022,854232, Memories,Ireland,8
Imports,2022,854232, Memories,Israel,14
Imports,2022,854232, Memories,Italy,73
Imports,2022,854232, Memories,Japan,6742350
Imports,2022,854232, Memories,Korea Republic of,8475588
